Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
National,Job Title,2018-11,Web Developer,Median Base Pay,64975,0.014
National,Job Title,2018-11,Business Development Manager,Median Base Pay,71626,0.023
National,Job Title,2018-11,Data Scientist,Median Base Pay,98428,0.018
National,Job Title,2018-11,Buyer,Median Base Pay,58182,0.014
National,Job Title,2018-11,Data Analyst,Median Base Pay,61040,0.021
National,Job Title,2018-11,Electrical Engineer,Median Base Pay,79248,0.026
National,Job Title,2018-11,Attorney,Median Base Pay,99859,0.051
National,Job Title,2018-11,Human Resources Manager,Median Base Pay,70620,0.027
National,Job Title,2018-11,Technician,Median Base Pay,46784,0.035
National,Job Title,2018-11,Restaurant Cook,Median Base Pay,29270,0.04
National,Job Title,2018-11,Production Manager,Median Base Pay,67385,0.031
National,Job Title,2018-11,Manufacturing Engineer,Median Base Pay,73543,0.017
National,Job Title,2018-11,Retail Key Holder,Median Base Pay,29720,0.02
National,Job Title,2018-11,Paralegal,Median Base Pay,49587,0.025
National,Job Title,2018-11,Java Developer,Median Base Pay,77782,0.042
National,Job Title,2018-11,Warehouse Associate,Median Base Pay,41586,0.008
National,Job Title,2018-11,Property Manager,Median Base Pay,52220,0.045
National,Job Title,2018-11,Producer,Median Base Pay,51097,-0.033
National,Job Title,2018-11,Quality Engineer,Median Base Pay,74024,0.029
National,Job Title,2018-11,Operations Analyst,Median Base Pay,57162,0.049
National,Job Title,2018-11,Medical Assistant,Median Base Pay,33338,0.02
National,Job Title,2018-11,Tax Manager,Median Base Pay,93372,0.017
National,Job Title,2018-11,Technical Editor,Median Base Pay,52952,0.026
National,Job Title,2018-11,Truck Driver,Median Base Pay,54479,0.046
National,Job Title,2018-11,Insurance Agent,Median Base Pay,41938,-0.005
National,Job Title,2018-11,Medical Technologist,Median Base Pay,54699,0.012
National,Job Title,2018-11,Field Engineer,Median Base Pay,71319,0.02
National,Job Title,2018-11,Machine Operator,Median Base Pay,39233,0.029
National,Job Title,2018-11,Communications Manager,Median Base Pay,68982,0.004
National,Job Title,2018-11,Construction Laborer,Median Base Pay,41200,0.044
National,Job Title,2018-11,Emergency Medical Technician,Median Base Pay,35356,0.035
National,Job Title,2018-11,Web Designer,Median Base Pay,54216,0.025
National,Job Title,2018-11,Maintenance Worker,Median Base Pay,41023,0.063
National,Job Title,2018-11,Barista,Median Base Pay,24973,0.044
National,Job Title,2018-11,Bartender,Median Base Pay,33497,0.048
National,Job Title,2018-11,Civil Engineer,Median Base Pay,68776,0.041
National,Job Title,2018-11,Claims Adjuster,Median Base Pay,53589,0.02
National,Job Title,2018-11,Certified Nursing Assistant,Median Base Pay,29291,0.035
National,Job Title,2018-11,Customer Service Representative,Median Base Pay,37449,0.036
National,Job Title,2018-11,Delivery Driver,Median Base Pay,39857,0.033
National,Job Title,2018-11,Financial Advisor,Median Base Pay,54107,0.045
National,Job Title,2018-11,Licensed Practical Nurse,Median Base Pay,43747,0.033
National,Job Title,2018-11,Loan Officer,Median Base Pay,45086,-0.003
National,Job Title,2018-11,Maintenance Technician,Median Base Pay,45240,0.028
National,Job Title,2018-11,Material Handler,Median Base Pay,37036,0.03
National,Job Title,2018-11,IT Manager,Median Base Pay,81532,0.016
National,Job Title,2018-11,Office Manager,Median Base Pay,47051,0.029
National,Job Title,2018-11,Pharmacist,Median Base Pay,125168,0.005
National,Job Title,2018-11,Process Engineer,Median Base Pay,79585,0.022
National,Job Title,2018-11,Program Manager,Median Base Pay,75360,0.027
National,Job Title,2018-11,Research Assistant,Median Base Pay,30295,0.017
National,Job Title,2018-11,Restaurant Manager,Median Base Pay,50555,0.023
National,Job Title,2018-11,Security Officer,Median Base Pay,35700,0.046
National,Job Title,2018-11,Server,Median Base Pay,33533,0.024
National,Job Title,2018-11,Solutions Architect,Median Base Pay,105969,0.055
National,Job Title,2018-11,Systems Engineer,Median Base Pay,79711,0.018
National,Job Title,2018-11,Technical Support,Median Base Pay,46756,0.033
National,Job Title,2018-11,UX Designer,Median Base Pay,76544,0.03
Atlanta,Job Title,2018-11,Software Engineer,Median Base Pay,86294,0.036
Atlanta,Job Title,2018-11,Programmer Analyst,Median Base Pay,74863,0.04
Atlanta,Job Title,2018-11,Consultant,Median Base Pay,84044,0.009
Atlanta,Job Title,2018-11,Project Manager,Median Base Pay,75597,-0.046
Atlanta,Job Title,2018-11,Store Manager,Median Base Pay,52087,0.03
Atlanta,Job Title,2018-11,Business Analyst,Median Base Pay,73581,0.019
Atlanta,Job Title,2018-11,Cashier,Median Base Pay,27018,0.061
Atlanta,Job Title,2018-11,Financial Analyst,Median Base Pay,66424,0.03
Atlanta,Job Title,2018-11,Administrative Assistant,Median Base Pay,43586,0.042
Atlanta,Job Title,2018-11,Accountant,Median Base Pay,58488,0.024
Atlanta,Job Title,2018-11,Sales Representative,Median Base Pay,52241,0.04
Atlanta,Job Title,2018-11,Professor,Median Base Pay,90863,0.018
Atlanta,Job Title,2018-11,Registered Nurse,Median Base Pay,66135,0.024
Atlanta,Job Title,2018-11,Marketing Manager,Median Base Pay,77329,0.024
Atlanta,Job Title,2018-11,Operations Manager,Median Base Pay,73137,0.016
Atlanta,Job Title,2018-11,Product Manager,Median Base Pay,101873,0.037
Atlanta,Job Title,2018-11,Sales Manager,Median Base Pay,67986,0.031
Atlanta,Job Title,2018-11,Teacher,Median Base Pay,49407,0.025
Atlanta,Job Title,2018-11,Bank Teller,Median Base Pay,32736,0.094
Atlanta,Job Title,2018-11,Customer Service Manager,Median Base Pay,57494,0.041
Atlanta,Job Title,2018-11,Physical Therapist,Median Base Pay,77653,0.006
Atlanta,Job Title,2018-11,Mechanical Engineer,Median Base Pay,75488,0.033
Atlanta,Job Title,2018-11,Recruiter,Median Base Pay,53343,0.018
Atlanta,Job Title,2018-11,Design Engineer,Median Base Pay,71212,0.001
Atlanta,Job Title,2018-11,Pharmacy Technician,Median Base Pay,30865,0.059
Atlanta,Job Title,2018-11,Graphic Designer,Median Base Pay,52261,0.028
Atlanta,Job Title,2018-11,Web Developer,Median Base Pay,75266,0.016
Atlanta,Job Title,2018-11,Business Development Manager,Median Base Pay,76264,0.025
Atlanta,Job Title,2018-11,Data Scientist,Median Base Pay,100514,0.02
Atlanta,Job Title,2018-11,Buyer,Median Base Pay,59777,0.016
Atlanta,Job Title,2018-11,Data Analyst,Median Base Pay,66258,0.023
Atlanta,Job Title,2018-11,Electrical Engineer,Median Base Pay,78292,0.028
Atlanta,Job Title,2018-11,Attorney,Median Base Pay,106162,0.053
Atlanta,Job Title,2018-11,Human Resources Manager,Median Base Pay,77907,0.029
Atlanta,Job Title,2018-11,Technician,Median Base Pay,45984,0.037
Atlanta,Job Title,2018-11,Restaurant Cook,Median Base Pay,27769,0.042
Atlanta,Job Title,2018-11,Production Manager,Median Base Pay,68886,0.033
Atlanta,Job Title,2018-11,Manufacturing Engineer,Median Base Pay,74198,0.019
Atlanta,Job Title,2018-11,Retail Key Holder,Median Base Pay,29836,0.022
Atlanta,Job Title,2018-11,Paralegal,Median Base Pay,55748,0.027
Atlanta,Job Title,2018-11,Java Developer,Median Base Pay,81511,0.044
Atlanta,Job Title,2018-11,Warehouse Associate,Median Base Pay,39623,0.01
Atlanta,Job Title,2018-11,Property Manager,Median Base Pay,55856,0.047
Atlanta,Job Title,2018-11,Producer,Median Base Pay,60726,-0.031
Atlanta,Job Title,2018-11,Quality Engineer,Median Base Pay,72217,0.031
Atlanta,Job Title,2018-11,Operations Analyst,Median Base Pay,59646,0.052
Atlanta,Job Title,2018-11,Medical Assistant,Median Base Pay,34210,0.022
Atlanta,Job Title,2018-11,Tax Manager,Median Base Pay,98206,0.019
Atlanta,Job Title,2018-11,Technical Editor,Median Base Pay,54860,0.028
Atlanta,Job Title,2018-11,Truck Driver,Median Base Pay,54017,0.048
Atlanta,Job Title,2018-11,Insurance Agent,Median Base Pay,37012,-0.003
Atlanta,Job Title,2018-11,Medical Technologist,Median Base Pay,57624,0.014
Atlanta,Job Title,2018-11,Field Engineer,Median Base Pay,68999,0.022
Atlanta,Job Title,2018-11,Machine Operator,Median Base Pay,37482,0.031
Atlanta,Job Title,2018-11,Communications Manager,Median Base Pay,74007,0.006
Atlanta,Job Title,2018-11,Construction Laborer,Median Base Pay,37871,0.046
Atlanta,Job Title,2018-11,Emergency Medical Technician,Median Base Pay,37700,0.037
Atlanta,Job Title,2018-11,Web Designer,Median Base Pay,63950,0.027
Atlanta,Job Title,2018-11,Maintenance Worker,Median Base Pay,39343,0.065
Atlanta,Job Title,2018-11,Barista,Median Base Pay,23086,0.046
Atlanta,Job Title,2018-11,Bartender,Median Base Pay,34480,0.05
Atlanta,Job Title,2018-11,Civil Engineer,Median Base Pay,69576,0.043
Atlanta,Job Title,2018-11,Claims Adjuster,Median Base Pay,49948,0.022
Atlanta,Job Title,2018-11,Certified Nursing Assistant,Median Base Pay,27079,0.037
Atlanta,Job Title,2018-11,Customer Service Representative,Median Base Pay,38464,0.038
Atlanta,Job Title,2018-11,Delivery Driver,Median Base Pay,38708,0.035
Atlanta,Job Title,2018-11,Financial Advisor,Median Base Pay,52628,0.047
Atlanta,Job Title,2018-11,Licensed Practical Nurse,Median Base Pay,44622,0.035
Atlanta,Job Title,2018-11,Loan Officer,Median Base Pay,43247,-0.001
Atlanta,Job Title,2018-11,Maintenance Technician,Median Base Pay,48428,0.03
Atlanta,Job Title,2018-11,Material Handler,Median Base Pay,35358,0.032
Atlanta,Job Title,2018-11,IT Manager,Median Base Pay,97273,0.018
Atlanta,Job Title,2018-11,Office Manager,Median Base Pay,48650,0.031
Atlanta,Job Title,2018-11,Pharmacist,Median Base Pay,116801,0.007
Atlanta,Job Title,2018-11,Process Engineer,Median Base Pay,79177,0.024
Atlanta,Job Title,2018-11,Program Manager,Median Base Pay,82344,0.029
Atlanta,Job Title,2018-11,Research Assistant,Median Base Pay,30532,0.019
Atlanta,Job Title,2018-11,Restaurant Manager,Median Base Pay,52664,0.025
Atlanta,Job Title,2018-11,Security Officer,Median Base Pay,33472,0.048
Atlanta,Job Title,2018-11,Server,Median Base Pay,33365,0.027
Atlanta,Job Title,2018-11,Solutions Architect,Median Base Pay,117752,0.057
Atlanta,Job Title,2018-11,Systems Engineer,Median Base Pay,80211,0.02
Atlanta,Job Title,2018-11,Technical Support,Median Base Pay,46168,0.036
Atlanta,Job Title,2018-11,UX Designer,Median Base Pay,84578,0.032
New York City,Job Title,2018-11,Software Engineer,Median Base Pay,106518,0.047
New York City,Job Title,2018-11,Programmer Analyst,Median Base Pay,84026,0.051
New York City,Job Title,2018-11,Consultant,Median Base Pay,89978,0.02
New York City,Job Title,2018-11,Project Manager,Median Base Pay,83477,-0.035
New York City,Job Title,2018-11,Store Manager,Median Base Pay,60656,0.042
New York City,Job Title,2018-11,Business Analyst,Median Base Pay,82037,0.031
New York City,Job Title,2018-11,Cashier,Median Base Pay,30206,0.072
New York City,Job Title,2018-11,Financial Analyst,Median Base Pay,78128,0.042
New York City,Job Title,2018-11,Administrative Assistant,Median Base Pay,52021,0.054
New York City,Job Title,2018-11,Accountant,Median Base Pay,64776,0.035
New York City,Job Title,2018-11,Sales Representative,Median Base Pay,57964,0.051
New York City,Job Title,2018-11,Professor,Median Base Pay,113681,0.029
New York City,Job Title,2018-11,Registered Nurse,Median Base Pay,87810,0.035
New York City,Job Title,2018-11,Marketing Manager,Median Base Pay,86209,0.036
New York City,Job Title,2018-11,Operations Manager,Median Base Pay,80637,0.028
New York City,Job Title,2018-11,Product Manager,Median Base Pay,112643,0.049
New York City,Job Title,2018-11,Sales Manager,Median Base Pay,78266,0.042
New York City,Job Title,2018-11,Teacher,Median Base Pay,65969,0.037
New York City,Job Title,2018-11,Bank Teller,Median Base Pay,35496,0.106
New York City,Job Title,2018-11,Customer Service Manager,Median Base Pay,63894,0.053
New York City,Job Title,2018-11,Physical Therapist,Median Base Pay,78990,0.017
New York City,Job Title,2018-11,Mechanical Engineer,Median Base Pay,78301,0.045
New York City,Job Title,2018-11,Recruiter,Median Base Pay,62788,0.029
New York City,Job Title,2018-11,Design Engineer,Median Base Pay,79308,0.012
New York City,Job Title,2018-11,Pharmacy Technician,Median Base Pay,32562,0.071
New York City,Job Title,2018-11,Graphic Designer,Median Base Pay,59612,0.039
New York City,Job Title,2018-11,Web Developer,Median Base Pay,83724,0.027
New York City,Job Title,2018-11,Business Development Manager,Median Base Pay,85430,0.037
New York City,Job Title,2018-11,Data Scientist,Median Base Pay,115407,0.031
New York City,Job Title,2018-11,Buyer,Median Base Pay,72020,0.028
New York City,Job Title,2018-11,Data Analyst,Median Base Pay,72735,0.034
New York City,Job Title,2018-11,Electrical Engineer,Median Base Pay,81619,0.039
New York City,Job Title,2018-11,Attorney,Median Base Pay,130094,0.064
New York City,Job Title,2018-11,Human Resources Manager,Median Base Pay,90303,0.041
New York City,Job Title,2018-11,Technician,Median Base Pay,53347,0.048
New York City,Job Title,2018-11,Restaurant Cook,Median Base Pay,33228,0.054
New York City,Job Title,2018-11,Production Manager,Median Base Pay,79320,0.044
New York City,Job Title,2018-11,Manufacturing Engineer,Median Base Pay,75218,0.031
New York City,Job Title,2018-11,Retail Key Holder,Median Base Pay,35209,0.033
New York City,Job Title,2018-11,Paralegal,Median Base Pay,58969,0.038
New York City,Job Title,2018-11,Java Developer,Median Base Pay,89743,0.056
New York City,Job Title,2018-11,Warehouse Associate,Median Base Pay,41195,0.022
New York City,Job Title,2018-11,Property Manager,Median Base Pay,68320,0.058
New York City,Job Title,2018-11,Producer,Median Base Pay,75772,-0.02
New York City,Job Title,2018-11,Quality Engineer,Median Base Pay,78559,0.043
New York City,Job Title,2018-11,Operations Analyst,Median Base Pay,75418,0.063
New York City,Job Title,2018-11,Medical Assistant,Median Base Pay,38191,0.034
New York City,Job Title,2018-11,Tax Manager,Median Base Pay,120150,0.03
New York City,Job Title,2018-11,Technical Editor,Median Base Pay,63299,0.04
New York City,Job Title,2018-11,Truck Driver,Median Base Pay,57764,0.06
New York City,Job Title,2018-11,Insurance Agent,Median Base Pay,42670,0.009
New York City,Job Title,2018-11,Medical Technologist,Median Base Pay,63468,0.026
New York City,Job Title,2018-11,Field Engineer,Median Base Pay,76110,0.034
New York City,Job Title,2018-11,Machine Operator,Median Base Pay,40333,0.042
New York City,Job Title,2018-11,Communications Manager,Median Base Pay,85613,0.017
New York City,Job Title,2018-11,Construction Laborer,Median Base Pay,48591,0.058
New York City,Job Title,2018-11,Emergency Medical Technician,Median Base Pay,39943,0.048
New York City,Job Title,2018-11,Web Designer,Median Base Pay,69505,0.039
New York City,Job Title,2018-11,Maintenance Worker,Median Base Pay,41126,0.077
New York City,Job Title,2018-11,Barista,Median Base Pay,28248,0.058
New York City,Job Title,2018-11,Bartender,Median Base Pay,38402,0.062
New York City,Job Title,2018-11,Civil Engineer,Median Base Pay,79698,0.055
New York City,Job Title,2018-11,Claims Adjuster,Median Base Pay,58151,0.034
New York City,Job Title,2018-11,Certified Nursing Assistant,Median Base Pay,37549,0.049
New York City,Job Title,2018-11,Customer Service Representative,Median Base Pay,44176,0.05
New York City,Job Title,2018-11,Delivery Driver,Median Base Pay,41627,0.047
New York City,Job Title,2018-11,Financial Advisor,Median Base Pay,60046,0.058
New York City,Job Title,2018-11,Licensed Practical Nurse,Median Base Pay,54872,0.046
New York City,Job Title,2018-11,Loan Officer,Median Base Pay,46414,0.01
New York City,Job Title,2018-11,Maintenance Technician,Median Base Pay,47895,0.042
New York City,Job Title,2018-11,Material Handler,Median Base Pay,40241,0.044
New York City,Job Title,2018-11,IT Manager,Median Base Pay,105232,0.03
New York City,Job Title,2018-11,Office Manager,Median Base Pay,58266,0.042
New York City,Job Title,2018-11,Pharmacist,Median Base Pay,121441,0.018
New York City,Job Title,2018-11,Process Engineer,Median Base Pay,84982,0.036
New York City,Job Title,2018-11,Program Manager,Median Base Pay,91266,0.04
New York City,Job Title,2018-11,Research Assistant,Median Base Pay,36360,0.03
New York City,Job Title,2018-11,Restaurant Manager,Median Base Pay,59157,0.037
New York City,Job Title,2018-11,Security Officer,Median Base Pay,40154,0.059
New York City,Job Title,2018-11,Server,Median Base Pay,35017,0.038
New York City,Job Title,2018-11,Solutions Architect,Median Base Pay,123158,0.069
New York City,Job Title,2018-11,Systems Engineer,Median Base Pay,88381,0.032
New York City,Job Title,2018-11,Technical Support,Median Base Pay,57912,0.047
New York City,Job Title,2018-11,UX Designer,Median Base Pay,94045,0.044
Los Angeles,Job Title,2018-11,Software Engineer,Median Base Pay,99995,0.034
Los Angeles,Job Title,2018-11,Programmer Analyst,Median Base Pay,81502,0.038
Los Angeles,Job Title,2018-11,Consultant,Median Base Pay,89203,0.007
Los Angeles,Job Title,2018-11,Project Manager,Median Base Pay,81633,-0.048
Los Angeles,Job Title,2018-11,Store Manager,Median Base Pay,61967,0.028
Los Angeles,Job Title,2018-11,Business Analyst,Median Base Pay,76962,0.017
Los Angeles,Job Title,2018-11,Cashier,Median Base Pay,31768,0.058
Los Angeles,Job Title,2018-11,Financial Analyst,Median Base Pay,72536,0.028
Los Angeles,Job Title,2018-11,Administrative Assistant,Median Base Pay,50167,0.04
Los Angeles,Job Title,2018-11,Accountant,Median Base Pay,62410,0.022
Los Angeles,Job Title,2018-11,Sales Representative,Median Base Pay,56535,0.037
Los Angeles,Job Title,2018-11,Professor,Median Base Pay,113472,0.016
Los Angeles,Job Title,2018-11,Registered Nurse,Median Base Pay,90299,0.022
Los Angeles,Job Title,2018-11,Marketing Manager,Median Base Pay,86054,0.022
Los Angeles,Job Title,2018-11,Operations Manager,Median Base Pay,78497,0.014
Los Angeles,Job Title,2018-11,Product Manager,Median Base Pay,108815,0.035
Los Angeles,Job Title,2018-11,Sales Manager,Median Base Pay,75747,0.029
Los Angeles,Job Title,2018-11,Teacher,Median Base Pay,62829,0.023
Los Angeles,Job Title,2018-11,Bank Teller,Median Base Pay,34095,0.091
Los Angeles,Job Title,2018-11,Customer Service Manager,Median Base Pay,64590,0.039
Los Angeles,Job Title,2018-11,Physical Therapist,Median Base Pay,92745,0.004
Los Angeles,Job Title,2018-11,Mechanical Engineer,Median Base Pay,84278,0.031
Los Angeles,Job Title,2018-11,Recruiter,Median Base Pay,61479,0.016
Los Angeles,Job Title,2018-11,Design Engineer,Median Base Pay,85439,-0.001
Los Angeles,Job Title,2018-11,Pharmacy Technician,Median Base Pay,38261,0.057
Los Angeles,Job Title,2018-11,Graphic Designer,Median Base Pay,58741,0.026
Los Angeles,Job Title,2018-11,Web Developer,Median Base Pay,79281,0.014
Los Angeles,Job Title,2018-11,Business Development Manager,Median Base Pay,83490,0.023
Los Angeles,Job Title,2018-11,Data Scientist,Median Base Pay,118839,0.017
Los Angeles,Job Title,2018-11,Buyer,Median Base Pay,64119,0.014
Los Angeles,Job Title,2018-11,Data Analyst,Median Base Pay,72939,0.021
Los Angeles,Job Title,2018-11,Electrical Engineer,Median Base Pay,89146,0.026
Los Angeles,Job Title,2018-11,Attorney,Median Base Pay,132297,0.05
Los Angeles,Job Title,2018-11,Human Resources Manager,Median Base Pay,87981,0.027
Los Angeles,Job Title,2018-11,Technician,Median Base Pay,52619,0.034
Los Angeles,Job Title,2018-11,Restaurant Cook,Median Base Pay,33931,0.04
Los Angeles,Job Title,2018-11,Production Manager,Median Base Pay,80555,0.031
Los Angeles,Job Title,2018-11,Manufacturing Engineer,Median Base Pay,81606,0.017
Los Angeles,Job Title,2018-11,Retail Key Holder,Median Base Pay,34466,0.019
Los Angeles,Job Title,2018-11,Paralegal,Median Base Pay,63806,0.025
Los Angeles,Job Title,2018-11,Java Developer,Median Base Pay,90296,0.042
Los Angeles,Job Title,2018-11,Warehouse Associate,Median Base Pay,43296,0.008
Los Angeles,Job Title,2018-11,Property Manager,Median Base Pay,63911,0.045
Los Angeles,Job Title,2018-11,Producer,Median Base Pay,76584,-0.033
Los Angeles,Job Title,2018-11,Quality Engineer,Median Base Pay,84155,0.029
Los Angeles,Job Title,2018-11,Operations Analyst,Median Base Pay,65589,0.049
Los Angeles,Job Title,2018-11,Medical Assistant,Median Base Pay,36812,0.02
Los Angeles,Job Title,2018-11,Tax Manager,Median Base Pay,108942,0.016
Los Angeles,Job Title,2018-11,Technical Editor,Median Base Pay,61809,0.026
Los Angeles,Job Title,2018-11,Truck Driver,Median Base Pay,56334,0.046
Los Angeles,Job Title,2018-11,Insurance Agent,Median Base Pay,47421,-0.005
Los Angeles,Job Title,2018-11,Medical Technologist,Median Base Pay,63848,0.012
Los Angeles,Job Title,2018-11,Field Engineer,Median Base Pay,77393,0.02
Los Angeles,Job Title,2018-11,Machine Operator,Median Base Pay,38511,0.029
Los Angeles,Job Title,2018-11,Communications Manager,Median Base Pay,84886,0.004
Los Angeles,Job Title,2018-11,Construction Laborer,Median Base Pay,42853,0.044
Los Angeles,Job Title,2018-11,Emergency Medical Technician,Median Base Pay,36025,0.035
Los Angeles,Job Title,2018-11,Web Designer,Median Base Pay,66301,0.025
Los Angeles,Job Title,2018-11,Maintenance Worker,Median Base Pay,44423,0.063
Los Angeles,Job Title,2018-11,Barista,Median Base Pay,27759,0.044
Los Angeles,Job Title,2018-11,Bartender,Median Base Pay,35456,0.048
Los Angeles,Job Title,2018-11,Civil Engineer,Median Base Pay,82804,0.041
Los Angeles,Job Title,2018-11,Claims Adjuster,Median Base Pay,58695,0.02
Los Angeles,Job Title,2018-11,Certified Nursing Assistant,Median Base Pay,35619,0.035
Los Angeles,Job Title,2018-11,Customer Service Representative,Median Base Pay,44588,0.036
Los Angeles,Job Title,2018-11,Delivery Driver,Median Base Pay,43327,0.033
Los Angeles,Job Title,2018-11,Financial Advisor,Median Base Pay,59062,0.045
Los Angeles,Job Title,2018-11,Licensed Practical Nurse,Median Base Pay,51091,0.033
Los Angeles,Job Title,2018-11,Loan Officer,Median Base Pay,47409,-0.003
Los Angeles,Job Title,2018-11,Maintenance Technician,Median Base Pay,47620,0.028
Los Angeles,Job Title,2018-11,Material Handler,Median Base Pay,38678,0.03
Los Angeles,Job Title,2018-11,IT Manager,Median Base Pay,106847,0.016
Los Angeles,Job Title,2018-11,Office Manager,Median Base Pay,58172,0.029
Los Angeles,Job Title,2018-11,Pharmacist,Median Base Pay,133803,0.004
Los Angeles,Job Title,2018-11,Process Engineer,Median Base Pay,87040,0.022
Los Angeles,Job Title,2018-11,Program Manager,Median Base Pay,91525,0.027
Los Angeles,Job Title,2018-11,Research Assistant,Median Base Pay,34041,0.017
Los Angeles,Job Title,2018-11,Restaurant Manager,Median Base Pay,59348,0.023
Los Angeles,Job Title,2018-11,Security Officer,Median Base Pay,39159,0.045
Los Angeles,Job Title,2018-11,Server,Median Base Pay,33710,0.024
Los Angeles,Job Title,2018-11,Solutions Architect,Median Base Pay,121575,0.055
Los Angeles,Job Title,2018-11,Systems Engineer,Median Base Pay,92006,0.018
Los Angeles,Job Title,2018-11,Technical Support,Median Base Pay,55723,0.033
Los Angeles,Job Title,2018-11,UX Designer,Median Base Pay,90980,0.03
Philadelphia,Job Title,2018-11,Software Engineer,Median Base Pay,87380,0.031
Philadelphia,Job Title,2018-11,Programmer Analyst,Median Base Pay,73733,0.035
Philadelphia,Job Title,2018-11,Consultant,Median Base Pay,80034,0.004
Philadelphia,Job Title,2018-11,Project Manager,Median Base Pay,74374,-0.05
Philadelphia,Job Title,2018-11,Store Manager,Median Base Pay,54609,0.025
